

    0.963665636190542095E-02    0.515038088612315725E+01    0.342975393771729919E+01    0.107873681534159127E+01    0.178302412266387016E+02   -0.524384942499875883E+00    0.100000000000000000E+01    0.450849075305889002E+01    0.173058562841388266E+02    0.270858990296745539E+01    0.222487042581498917E+01    0.165534903893275920E+01    0.908842528148020246E+00    0.169062647917008368E+00
    0.960789027531514309E-02    0.513485457669229639E+01    0.267996648855429687E+01    0.132829110688357055E+01    0.178584358869165420E+02   -0.790870075166839381E+00    0.100000000000000000E+01    0.400825759543786742E+01    0.170675658117497022E+02    0.271271356519502183E+01    0.234691806058041852E+01    0.168978100361790129E+01    0.843757506883153208E+00    0.207176215002961073E+00
    0.953412587514046624E-02    0.512876341058081664E+01    0.242507092991618389E+01    0.123617359863073828E+01    0.177168884010815759E+02   -0.651265789748707302E+00    0.100000000000000000E+01    0.366124452854692217E+01    0.170656226113328700E+02    0.271436211537752481E+01    0.216479307524105558E+01    0.120985548234754803E+01    0.350009851719733478E+00    0.431931800432196616E-01
    0.943471617351190547E-02    0.512822096101457170E+01    0.518599478040004502E+01    0.104667944090137999E+01    0.178412190250173737E+02   -0.483078270099298823E+00    0.100000000000000000E+01    0.623267422130142457E+01    0.173581407549180753E+02    0.271450980179445844E+01    0.220751196817441819E+01    0.167388195263270223E+01    0.122212123707243259E+01    0.810801982948780919E+00
    0.934363675633957322E-02    0.512611667521986547E+01    0.268186064863365470E+01    0.122827613841950467E+01    0.177333890253672628E+02   -0.675119843427696154E+00    0.100000000000000000E+01    0.391013678705315915E+01    0.170582691819395649E+02    0.271508408619395780E+01    0.226292222281224076E+01    0.146149701355670092E+01    0.549144244359385025E+00    0.807763926966498097E-01
    0.924604599947298836E-02    0.512561039922302797E+01    0.473816557741650257E+01    0.137314817998942584E+01    0.180934599361428958E+02   -0.896405347467291502E+00    0.100000000000000000E+01    0.611131375740592819E+01    0.171970545886756057E+02    0.271522258305895559E+01    0.247149993885731023E+01    0.218969563149915780E+01    0.191550765677230683E+01    0.165401356976429126E+01
    0.915053529126779591E-02    0.512487226541268637E+01    0.210005625385940409E+01    0.147962970425142992E+01    0.181248253900935978E+02   -0.871513599515353121E+00    0.100000000000000000E+01    0.357968595811083379E+01    0.172533117905782447E+02    0.271542473642228410E+01    0.230407821694445314E+01    0.156876270663604234E+01    0.747817218253325033E+00    0.200833888921529313E+00
    0.905771882318901454E-02    0.512375704211370397E+01    0.246786342488080290E+01    0.119398398046631415E+01    0.177398091793742552E+02   -0.571526526311484151E+00    0.100000000000000000E+01    0.366184740534711706E+01    0.171682826530627715E+02    0.301467004002761296E+01    0.240610364137791066E+01    0.134801882750700908E+01    0.373883455142214605E+00    0.411432726103412652E-01
    0.896939243623208135E-02    0.512185038960244210E+01    0.218930409392856440E+01    0.171459306115763277E+01    0.183797815901848729E+02   -0.106651393382945270E+01    0.100000000000000000E+01    0.390389715508619695E+01    0.173132676563554213E+02    0.301414552114272416E+01    0.273186431520593054E+01    0.222821973196915835E+01    0.155383362903201627E+01    0.831228061737281920E+00
    0.890093642948732930E-02    0.511566791908970497E+01    0.587503720776530436E+01    0.105240998307980282E+01    0.178365239018902102E+02   -0.490603158306858855E+00    0.100000000000000000E+01    0.692744719084510763E+01    0.173459207435833527E+02    0.271796884743605549E+01    0.221677164349201528E+01    0.168907658608349354E+01    0.124281395639508618E+01    0.882830922743467417E+00
    0.886483830426829274E-02    0.510229011960351819E+01    0.282926215999470099E+01    0.129053476648902099E+01    0.180006672011671256E+02   -0.771708301395421348E+00    0.100000000000000000E+01    0.411979692648372176E+01    0.172289588997717047E+02    0.272174693610675433E+01    0.238343159289895423E+01    0.185058492734666835E+01    0.108193246757854578E+01    0.325290202494300129E+00
    0.877892029411482186E-02    0.510026328890109948E+01    0.266939224458093705E+01    0.154837616801362099E+01    0.183603137440461630E+02   -0.100344087388969871E+01    0.100000000000000000E+01    0.421776841259455804E+01    0.173568728701564652E+02    0.300807266443352095E+01    0.278286405796043068E+01    0.239991021611632149E+01    0.185524270530695379E+01    0.112604303236545045E+01
    0.869317187177084602E-02    0.509838901568575942E+01    0.293472024285945210E+01    0.126035906580244528E+01    0.178379145995573474E+02   -0.691464007950596482E+00    0.100000000000000000E+01    0.419507930866189760E+01    0.171464505916067509E+02    0.300753317171816503E+01    0.260666440661094034E+01    0.196730924926733564E+01    0.106199699750995302E+01    0.267381501193347026E+00
    0.860162045287194039E-02    0.509805816918780597E+01    0.292979766069818881E+01    0.155725050248231489E+01    0.183465885343016453E+02   -0.107348797977027077E+01    0.100000000000000000E+01    0.448704816318050348E+01    0.172731005545313749E+02    0.272296299419905097E+01    0.254227645752971831E+01    0.225942603797725905E+01    0.187694472437348536E+01    0.132053151098521426E+01
    0.852130516905191121E-02    0.509531497743857731E+01    0.238338704958962655E+01    0.120435223307713768E+01    0.179415346074496149E+02   -0.639282385102653006E+00    0.100000000000000000E+01    0.358773928266676423E+01    0.173022522223469615E+02    0.272375683987280004E+01    0.222650485402576059E+01    0.134765155185955821E+01    0.436443598099247376E+00    0.513085113222879682E-01
    0.844402182102380397E-02    0.509203120864951941E+01    0.648869916127247581E+01    0.136386189853473283E+01    0.180653629556625788E+02   -0.884409727229838794E+00    0.100000000000000000E+01    0.785256105980720864E+01    0.171809532284327418E+02    0.272471302051285935E+01    0.247546963597360836E+01    0.218968795422441476E+01    0.191434578596377625E+01    0.166379746223845570E+01
    0.838051007263552160E-02    0.508562569968438716E+01    0.263931426095526778E+01    0.131162903835232325E+01    0.181474984507844006E+02   -0.791236588467002733E+00    0.100000000000000000E+01    0.395094329930759081E+01    0.173562618623173961E+02    0.272659718388235595E+01    0.239507142902121561E+01    0.185492702841818669E+01    0.108174428012983870E+01    0.332334354263240928E+00
    0.831059209777072934E-02    0.508087616920596208E+01    0.629594273769250901E+01    0.129624875517752325E+01    0.180537196793122590E+02   -0.803703611364570136E+00    0.100000000000000000E+01    0.759219149287003248E+01    0.172500160679476906E+02    0.272801095168014474E+01    0.243729549888012942E+01    0.210572273920011188E+01    0.179457863296009545E+01    0.151690608966408069E+01
    0.822695796612195676E-02    0.507959987016353764E+01    0.249349654861630121E+01    0.111891212519645178E+01    0.178145702170123599E+02   -0.540167749058460878E+00    0.100000000000000000E+01    0.361240867381275299E+01    0.172744024679538981E+02    0.272839335138704309E+01    0.215930538904152103E+01    0.119410452889318819E+01    0.293481026174134574E+00    0.248478680215605714E-01
    0.814280048111405870E-02    0.507865881105719108E+01    0.321576831230848725E+01    0.117753955479386474E+01    0.179554871667983704E+02   -0.648266716638268292E+00    0.100000000000000000E+01    0.439330786710235177E+01    0.173072204501601021E+02    0.272867599384860648E+01    0.233083773115403980E+01    0.182713403245430950E+01    0.113170375856900596E+01    0.321192586096347488E+00
    0.806552347031387271E-02    0.507622452351305764E+01    0.246393003588782156E+01    0.160333947887567518E+01    0.183540698231361112E+02   -0.102937563097416196E+01    0.100000000000000000E+01    0.406726951476349718E+01    0.173246941921619495E+02    0.300099087298479184E+01    0.275612646665591754E+01    0.231593129344637649E+01    0.169629350185842309E+01    0.951419716193870446E+00
    0.804259674498536414E-02    0.506041236040643039E+01    0.570774844269320525E+01    0.136174968186244616E+01    0.181728768710176745E+02   -0.880384874539043683E+00    0.100000000000000000E+01    0.706949812455565141E+01    0.172924919964786312E+02    0.273427678170921995E+01    0.248402987008843379E+01    0.219427028821173398E+01    0.191636450741180875E+01    0.166348341777396169E+01
    0.801720108166749379E-02    0.504523226530434332E+01    0.586212899708926027E+01    0.120558081264456063E+01    0.179873841130441683E+02   -0.690140536018269302E+00    0.100000000000000000E+01    0.706770980973382112E+01    0.172972435770258990E+02    0.273912580777771808E+01    0.237989619364293548E+01    0.198188610980042079E+01    0.161755380228304135E+01    0.130302378217980275E+01
    0.794056118066076809E-02    0.504293772541839669E+01    0.645264073230787805E+01    0.111374823804706380E+01    0.179074778619117332E+02   -0.570869409146740558E+00    0.100000000000000000E+01    0.756638897035494207E+01    0.173366084527649917E+02    0.273987508170647898E+01    0.229961476220482064E+01    0.182362862055934194E+01    0.140700643901750388E+01    0.106640236023281609E+01
    0.789768348839652717E-02    0.503226127561555714E+01    0.280347230630879451E+01    0.139775026237590616E+01    0.181015082484405703E+02   -0.886606871487098047E+00    0.100000000000000000E+01    0.420122256868470068E+01    0.172149013769534704E+02    0.274342205409885365E+01    0.246817100087170926E+01    0.201764215431595773E+01    0.136716678796312974E+01    0.595425155707399179E+00
    0.781479542388747138E-02    0.503185730125305941E+01    0.342722909923515129E+01    0.121838036319095377E+01    0.178720762610812010E+02   -0.698723262321707672E+00    0.100000000000000000E+01    0.464560946242610484E+01    0.171733529987594942E+02    0.274355829480142210E+01    0.238135256806250339E+01    0.192809512548590067E+01    0.133635902937154594E+01    0.518294382460662506E+00
    0.774679712483795566E-02    0.502783052978034295E+01    0.636101647008313087E+01    0.124475684707933598E+01    0.179617549752822541E+02   -0.738139487577303299E+00    0.100000000000000000E+01    0.760577331716246707E+01    0.172236154877049508E+02    0.274492476258147722E+01    0.241597239422950283E+01    0.204681473641228662E+01    0.170433877069473083E+01    0.140480936417868274E+01
    0.767057696359747538E-02    0.502610044896400776E+01    0.272326629133159059E+01    0.133786429299970910E+01    0.179527106424095493E+02   -0.771571112187637631E+00    0.100000000000000000E+01    0.406113058433130014E+01    0.171811395302219125E+02    0.298488407268974809E+01    0.261769595263664412E+01    0.198484638166954341E+01    0.110850201588381747E+01    0.327254296858388471E+00
    0.759586711048472821E-02    0.502417014829763264E+01    0.320253641295865421E+01    0.135298347794011131E+01    0.180815211272210163E+02   -0.819194226391974034E+00    0.100000000000000000E+01    0.455551989089876574E+01    0.172623269008290414E+02    0.298422021337698107E+01    0.268852766174663982E+01    0.228517269388166167E+01    0.175444247300669054E+01    0.960015150959840802E+00
    0.753025101448102658E-02    0.502001661518175801E+01    0.217511764124211204E+01    0.147725384533328108E+01    0.181396018782283157E+02   -0.883262360196334306E+00    0.100000000000000000E+01    0.365237148657539290E+01    0.172563395180319823E+02    0.274762168022945108E+01    0.236295464499732777E+01    0.166558209472956720E+01    0.845351603617261138E+00    0.247024272965390618E+00
