    0.242604438554330937E+01    0.288208049790394005E+01    0.157055838388815658E+02   -0.244495415112107928E+00    0.100000000000000000E+01    0.530812488344724898E+01    0.154610884237694570E+02    0.338063650793413650E+01    0.273537687796624951E+01    0.158268006326633492E+01    0.812696815502360614E+00    0.408797318968181111E+00   -0.117694910308811416E+02
    0.203987908747000901E+01    0.172295788353383461E+01    0.177841688973323961E+02   -0.743792456028105509E+00    0.100000000000000000E+01    0.376283697100384362E+01    0.170403764413042893E+02    0.389818378685329892E+01    0.316761255424081112E+01    0.205101109007505844E+01    0.954793465238987227E+00    0.292048105086325394E+00   -0.905640576110141460E+01
    0.283605209381190626E+01    0.254233518567284067E+01    0.172414687262256905E+02   -0.132794017221180161E+01    0.100000000000000000E+01    0.537838727948474649E+01    0.159135285540138884E+02    0.307823043478989833E+01    0.240853908065621791E+01    0.199215554398082118E+01    0.153911521739494916E+01    0.106210698971376649E+01   -0.852262999591058446E+01
    0.317107477102518320E+01    0.158909615818655126E+01    0.180795956876707500E+02   -0.112669404887314917E+01    0.100000000000000000E+01    0.476017092921173468E+01    0.169529016387976021E+02    0.257930398711276343E+01    0.241347558133835438E+01    0.215128742626260028E+01    0.179049859748314311E+01    0.127433901014027606E+01   -0.813367651255094870E+01
    0.249279363417520861E+01    0.160952134643542877E+01    0.179597196533406276E+02   -0.101134240150883148E+01    0.100000000000000000E+01    0.410231498061063782E+01    0.169483772518317970E+02    0.273463904996732277E+01    0.242483669232941423E+01    0.187245324333352126E+01    0.116224595176737289E+01    0.497534792596477260E+00   -0.763275529345814263E+01
    0.399013300756438927E+01    0.118098306266054731E+01    0.169007062069084704E+02   -0.487375337251698681E+00    0.100000000000000000E+01    0.517111607022493658E+01    0.164133308696567717E+02    0.393921815717757440E+01    0.334019655311090213E+01    0.249440409258632867E+01    0.130840642757823744E+01    0.311947011422111731E+00   -0.760518229347891239E+01
    0.232519956542353334E+01    0.242520446671433731E+01    0.182850919292770691E+02   -0.149207960816644647E+01    0.100000000000000000E+01    0.475040403213787066E+01    0.167930123211106235E+02    0.264562301278124856E+01    0.243725805973566523E+01    0.217736545215021549E+01    0.183985931491409271E+01    0.143955384870750813E+01   -0.707319238662763183E+01
    0.412049317899295708E+01    0.127512964646962335E+01    0.175600188181411525E+02   -0.763022729748967343E+00    0.100000000000000000E+01    0.539562282546258043E+01    0.167969960883921843E+02    0.279916255669656833E+01    0.248162500402568797E+01    0.209850904373799452E+01    0.168105070682991808E+01    0.104355955489174779E+01   -0.684318669947654712E+01
    0.466403957850296891E+01    0.155352896864982148E+01    0.183845423426028631E+02   -0.122431407117702529E+01    0.100000000000000000E+01    0.621756854715279061E+01    0.171602282714258365E+02    0.204396421216145185E+01    0.192285366485591336E+01    0.177907217766066839E+01    0.163409748310280700E+01    0.149389561799541015E+01   -0.653348280044924934E+01
    0.269076700246529565E+01    0.211282976383707233E+01    0.173383853617829935E+02   -0.104687087807762036E+01    0.100000000000000000E+01    0.480359676630236798E+01    0.162915144837053738E+02    0.366170056656979392E+01    0.294533943587043234E+01    0.229810087041399180E+01    0.153326417447933494E+01    0.826149309000779875E+00   -0.637762009252249129E+01
    0.264337327587794624E+01    0.150066243295537616E+01    0.176400171441639451E+02   -0.756759636406401093E+00    0.100000000000000000E+01    0.414403570883332240E+01    0.168832575077575449E+02    0.378351212839713424E+01    0.323900853194571914E+01    0.227781086489804352E+01    0.116061554369017128E+01    0.348587350654266326E+00   -0.637496987730422227E+01
    0.424928093343800306E+01    0.112194638962609816E+01    0.162577616725929772E+02   -0.355921984802341829E+00    0.100000000000000000E+01    0.537122732306410100E+01    0.159018396877906358E+02    0.380619658189308208E+01    0.348100868221293691E+01    0.218818849567967666E+01    0.729689921233496630E+00    0.794903754773688409E-01   -0.635934128489592343E+01
    0.219025802177891515E+01    0.272124577527824396E+01    0.174410329443547738E+02   -0.106727522544884046E+01    0.100000000000000000E+01    0.491150379705715956E+01    0.163737577189059351E+02    0.372318327242395686E+01    0.302685292954825513E+01    0.240246815715417528E+01    0.171213327848527475E+01    0.106890561858410371E+01   -0.633783731078297130E+01
    0.324191326392785228E+01    0.129069077681511923E+01    0.179561658774337545E+02   -0.656829103465487840E+00    0.100000000000000000E+01    0.453260404074297174E+01    0.172993367739682675E+02    0.366490857984804608E+01    0.324398402257145202E+01    0.268201668170479390E+01    0.190936668285047939E+01    0.842289873251908183E+00   -0.632094783100422930E+01
    0.429304144783268260E+01    0.147522079146233831E+01    0.166082817366157656E+02   -0.914106416801680588E+00    0.100000000000000000E+01    0.576826223929502113E+01    0.156941753198140859E+02    0.222289227808940248E+01    0.273108640087628940E+01    0.233501184474742107E+01    0.167935611798640183E+01    0.893544198626727071E+00   -0.629573389426975005E+01
    0.557388829905031002E+01    0.113843822672072581E+01    0.176139634262847800E+02   -0.555666709586996710E+00    0.100000000000000000E+01    0.671232652577103561E+01    0.170582967166977824E+02    0.306003205264586331E+01    0.259379444171545748E+01    0.208555093624418530E+01    0.163350074664877365E+01    0.123625294926892870E+01   -0.617029105722937565E+01
    0.525338978211676810E+01    0.119896176457517312E+01    0.172539221889510017E+02   -0.650232694389250021E+00    0.100000000000000000E+01    0.645235154669194166E+01    0.166036894945617526E+02    0.294234137231608894E+01    0.255077502999265526E+01    0.211289198317724924E+01    0.170588673935649138E+01    0.127180747986651332E+01   -0.616238793501663551E+01
    0.264618785123819489E+01    0.220636601399738552E+01    0.175599082225787555E+02   -0.113454831481889995E+01    0.100000000000000000E+01    0.485255386523558041E+01    0.164253599077598551E+02    0.374642931490361297E+01    0.311847875810755015E+01    0.256462049831663030E+01    0.188018373489288426E+01    0.117227218429919211E+01   -0.615369827146384907E+01
    0.276915927456595767E+01    0.282917815432684527E+01    0.172084094648593400E+02   -0.133728230786646263E+01    0.100000000000000000E+01    0.559833742889280295E+01    0.158711271569928769E+02    0.340966484810055714E+01    0.270684980858920543E+01    0.224643236451141526E+01    0.179199436775931087E+01    0.131363858170446401E+01   -0.604098181808633772E+01
    0.266340155840130510E+01    0.198512394970507522E+01    0.173927172900490419E+02   -0.103249899357650987E+01    0.100000000000000000E+01    0.464852550810638032E+01    0.163602182964725316E+02    0.336085249759016458E+01    0.276421302880207076E+01    0.211653907979104483E+01    0.135194977608748479E+01    0.669850750416990603E+00   -0.595863536135903438E+01
    0.252774096283595506E+01    0.171991273794084654E+01    0.176484973258175373E+02   -0.945906932351658458E+00    0.100000000000000000E+01    0.424765370077680160E+01    0.167025903934658793E+02    0.319858399666937965E+01    0.274212884417017300E+01    0.201836992990964426E+01    0.116662235006000770E+01    0.468687697528962277E+00   -0.595606584366528580E+01
    0.204673395323699880E+01    0.276112618917934771E+01    0.175750804631401962E+02   -0.113346559466120311E+01    0.100000000000000000E+01    0.480786014241634696E+01    0.164416148684789931E+02    0.314611929018066583E+01    0.264456404102142928E+01    0.210991497043672993E+01    0.151496160303229810E+01    0.956779148322825068E+00   -0.586278100490963894E+01
    0.310235219186058497E+01    0.269312908824662545E+01    0.189060592985345899E+02   -0.177073223402275648E+01    0.100000000000000000E+01    0.579548128010721086E+01    0.171353270645118343E+02    0.366202679014379928E+01    0.307372896783829086E+01    0.268548631277211980E+01    0.114963905851690296E+01    0.144565289072019353E+88   -0.577144542322159282E+01
    0.593754237886626601E+01    0.151581332599608443E+01    0.183906125236560527E+02   -0.116612969505984454E+01    0.100000000000000000E+01    0.745335570486235000E+01    0.172244828285962086E+02    0.212485038511072277E+01    0.198774125913728605E+01    0.182675740973563916E+01    0.166713783024417550E+01    0.151638600516890421E+01   -0.576417481738671800E+01
    0.540352040093591235E+01    0.120096455916503286E+01    0.177431951716145946E+02   -0.648108471106202177E+00    0.100000000000000000E+01    0.660448496010094566E+01    0.170950867005083929E+02    0.297700465681435356E+01    0.258351839175203368E+01    0.214483741853112697E+01    0.174348142816756013E+01    0.138776984455122276E+01   -0.574541064020728509E+01
    0.328349698732413220E+01    0.118499469008974323E+01    0.174723065678953766E+02   -0.546791229664104428E+00    0.100000000000000000E+01    0.446849167741387543E+01    0.169255153382312713E+02    0.342701527695754971E+01    0.289890853170974205E+01    0.209028056909374316E+01    0.979268905569725567E+00    0.182537541139685899E+00   -0.567932145767479923E+01
    0.401094783231999052E+01    0.159301873892414547E+01    0.161181780618959323E+02   -0.663888486457965499E+00    0.100000000000000000E+01    0.560396657124413622E+01    0.154542895754379668E+02    0.202450508693356834E+01    0.352125550088905959E+01    0.286427248563697567E+01    0.161969079997791110E+01    0.619038451664917888E+00   -0.567533562972642347E+01
    0.633824532804907648E+01    0.103933017257348537E+01    0.163567970398598632E+02   -0.316260628779954089E+00    0.100000000000000000E+01    0.737757550062256229E+01    0.160405364110799091E+02    0.369318281776845270E+01    0.314186062458001159E+01    0.232501548370887168E+01    0.122478494231092339E+01    0.235253331646871511E+00   -0.564913617988158201E+01
    0.206701524367483769E+01    0.279220275766316650E+01    0.177912888738582140E+02   -0.127101509408359692E+01    0.100000000000000000E+01    0.485921800133800375E+01    0.165202737797746160E+02    0.298589099464708951E+01    0.258620057978853435E+01    0.216668637759785199E+01    0.167537791858271112E+01    0.116585300634345379E+01   -0.561987780510602875E+01
